"Model","Duration","Dose","Dataset","Platform","Detail","Gene","Value","Value.adj","High Quality"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","SGK1","0.893","6.473","True"
"Mda-Mb134Vi","6d","","GSE54329","MicroArray","HG-U219","TTC6","-1.101","-6.468","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","CENPU","-2.267","-6.467","True"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","AKR1C1","1.486","6.466","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","GPL10332","MED29","-2.188","-6.465","True"
"Efm19","6d","","GSE54329","MicroArray","HG-U219","RNASE4","1.013","6.460","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","TNFSF10","2.017","6.456","True"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","GDF15","1.098","6.455","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","","JUN","-4.103","-6.444","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","RAB27A","1.355","6.442","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","GPL6104","EEF1A1","-0.917","-6.442","False"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","MUC1","1.095","6.439","True"
"T47D","4d","","GSE54329","MicroArray","HG-U219","APOBEC3B","-2.060","-6.439","True"
"Bt483","4d","","GSE54329","MicroArray","HG-U219","IFITM10","3.533","6.438","False"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","SHROOM2","1.197","6.437","False"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","LRG1","1.637","6.437","True"
"Efm19","4d","","GSE54329","MicroArray","HG-U219","S100A8","0.903","6.436","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","CEP55","-2.255","-6.432","True"
"Bt483","6d","","GSE54329","MicroArray","HG-U219","TMEM158","1.921","6.430","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS16","-0.877","-6.428","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","TSPAN15","1.352","6.428","True"
"Macrophage","","","GSE123603","RNASeq","","CCL2","1.081","6.427","True"
"Hmec1","","","GSE19082","MicroArray","GPL6104","LY6E","0.545","6.427","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","HG-U219","ALDOC","1.235","6.422","False"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS25","-0.909","-6.422","False"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS18","-0.913","-6.418","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","KIFC1","-2.318","-6.414","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","ITGA1","1.420","6.414","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","GPL10332","SPP1","2.170","6.413","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","PLAAT4","1.979","6.412","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","HG-U219","CHAD","-1.959","-6.404","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","AOX1","1.325","6.404","True"
"Hmec1","","","GSE19082","MicroArray","GPL6104","SLC2A3","0.543","6.402","True"
"Mcf7","6d","","GSE54329","MicroArray","HG-U219","IGFBP5","-1.066","-6.399","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","EMILIN2","-1.430","-6.398","False"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","MUC1","1.470","6.398","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS12","-0.910","-6.394","False"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","KMO","1.088","6.393","True"
"Macrophage","","","GSE8515","MicroArray","HG-U133A","CCL2","0.881","6.389","True"
"T47D","6d","","GSE54329","MicroArray","HG-U219","IL13RA1","1.028","6.387","True"
"T Cd4","3d","","GSE65621","RNASeq","","IL22","1.226","6.383","True"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","HG-U133A","INHBE","-1.215","-6.381","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","PLBD1","1.752","6.379","True"
"Bt483","4d","","GSE54329","MicroArray","HG-U219","BPIFB1","3.500","6.379","False"
"T Cd4","3d","","GSE65621","RNASeq","","SLC16A3","1.225","6.377","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","CP","2.235","6.375","True"
"Bt483","4d","","GSE54329","MicroArray","HG-U219","S100A16","3.498","6.375","False"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","LEAP2","-1.411","-6.373","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","TTK","-1.966","-6.366","True"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","SAA1","1.462","6.365","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","AURKA","-1.987","-6.358","True"
"T Cd4","3d","","GSE65621","RNASeq","","PIK3R6","1.221","6.358","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","TOP2A","-1.987","-6.358","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","NR1H4","1.315","6.355","True"
"Bt483","6d","","GSE54329","MicroArray","HG-U219","CYP1B1","1.898","6.354","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","BPIFA4P","-1.961","-6.353","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","SERPINB3","1.744","6.352","True"
"Zr751","4d","","GSE54329","MicroArray","HG-U219","P4HA1","1.086","6.351","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS18","-0.898","-6.349","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","DUSP4","-1.335","-6.347","True"
"T47D","5d","","GSE54329","MicroArray","HG-U219","PFN1","1.492","6.346","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS13","-0.898","-6.344","False"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","EFNA1","1.312","6.343","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","LRG1","1.981","6.341","True"
"T47D","4d","","GSE54329","MicroArray","HG-U219","MT1X","2.029","6.341","True"
"Bt483","6d","","GSE54329","MicroArray","HG-U219","PALLD","1.894","6.340","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","UGT2B4","-1.404","-6.339","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","LCN2","1.741","6.339","True"
"Mda-Mb134Vi","4d","","GSE54329","MicroArray","HG-U219","RAB39B","-1.279","-6.336","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","EEF1A1","-0.896","-6.334","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","KLK7","1.739","6.331","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","CDKN3","-2.218","-6.327","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","C4BPA","1.608","6.323","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","OIP5","-2.285","-6.322","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","ADRA2A","-2.216","-6.321","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","PLAAT4","2.214","6.317","True"
"T Cd4","3d","","GSE65621","RNASeq","","CSF2","-1.213","-6.315","True"
"T47D","5d","","GSE54329","MicroArray","HG-U219","S100A9","1.484","6.313","True"
"T47D","4d","","GSE54329","MicroArray","HG-U219","IFITM2","2.020","6.312","True"
"Bt483","5d","","GSE54329","MicroArray","HG-U219","IL13RA1","2.006","6.311","True"
"T Cd4","3d","","GSE65621","RNASeq","","DUSP6","1.212","6.310","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","APOBEC3B","-1.971","-6.309","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","DHRS9","1.732","6.306","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","UBE2L6","2.210","6.305","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","DTX3L","1.603","6.303","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","ELF3","1.326","6.303","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","FEN1","-2.209","-6.302","True"
"T47D","5d","","GSE54329","MicroArray","HG-U219","CASP4","1.481","6.298","True"
"T Cd4","3d","","GSE65621","RNASeq","","ALDOC","1.210","6.298","True"
"Hmec1","","","GSE19082","MicroArray","GPL6104","IRF1","0.534","6.296","True"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","RND3","1.070","6.291","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","UBE2C","-1.966","-6.291","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","SHCBP1","-2.205","-6.290","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","TOP2A","-1.941","-6.288","True"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","CCN1","1.070","6.287","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","CDSN","1.726","6.286","True"
"Ovarian Cancer","","","GSE20272","MicroArray","HG-U133_Plus_2","LITAF","-1.169","-6.285","True"
"Bt483","5d","","GSE54329","MicroArray","HG-U219","NAMPT","1.997","6.283","True"
"Hmec1","","","GSE19082","MicroArray","GPL6104","GSTM1","0.533","6.278","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","LRG1","2.269","6.277","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","C1R","1.596","6.276","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","TYMS","-2.268","-6.275","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","GPL6104","ASGR1","-0.856","-6.270","False"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS12","-0.887","-6.268","False"
"Bt474","6d","","GSE54329","MicroArray","HG-U219","MAP1B","1.192","6.268","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","TRIM50","1.297","6.268","True"
"T47D","6d","","GSE54329","MicroArray","HG-U219","SECTM1","1.009","6.267","True"
"Hep3B","","","E-MTAB-4570","MicroArray","HTA-2_0","CCND1","-1.297","-6.267","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPL26190","SOCS3","2.898","6.258","True"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","S100A7","2.194","6.258","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","GPL6104","RPL31","-0.890","-6.258","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","CENPW","-2.193","-6.257","True"
"Myeloma.Cma03","","","GSE39685","MicroArray","HuGene-1_0-st-v1","SNORA23","1.406","6.256","False"
"T Cd4","3d","","GSE65621","RNASeq","","NKG7","1.201","6.254","True"
"Bt483","6d","","GSE54329","MicroArray","HG-U219","ABCC2","1.868","6.254","True"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","HLA-C","1.436","6.253","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","GPL6104","AHSG","-0.853","-6.251","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","BUB1B","-2.191","-6.251","True"
"Ovarian Cancer","","","GSE20272","MicroArray","HG-U133_Plus_2","CDCP1","-1.162","-6.250","True"
"Myeloma.Cma03","","","GSE39685","MicroArray","HuGene-1_0-st-v1","SPP1","1.405","6.248","False"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","HG-U133A","CEBPD","1.189","6.248","False"
"Mda-Mb415","5d","","GSE54329","MicroArray","HG-U219","RNASEH2A","-2.190","-6.248","True"
"Mda-Mb134Vi","4d","","GSE54329","MicroArray","HG-U219","IFITM3","1.261","6.248","True"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","CATSPERB","1.062","6.242","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","SAA1","1.587","6.242","True"
"Hmec1","","","GSE19082","MicroArray","GPL6104","HES1","0.529","6.241","True"
"Hepg2","1h","20ng/mL","GSE14632","MicroArray","GPL6104","HPR","0.574","6.239","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","RPL31","-0.883","-6.239","False"
"T47D","5d","","GSE54329","MicroArray","HG-U219","HLA-B","1.466","6.236","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","RDH10","1.925","6.235","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","NPPB","-1.586","-6.235","True"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","CCDC6","1.061","6.235","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","PSMB10","1.925","6.235","True"
"T47D","6d","","GSE54329","MicroArray","HG-U219","CASP4","1.004","6.233","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","C3","1.585","6.232","True"
"Multiple Myeloma","12h","10ng/mL","GSE115558","MicroArray","GPL10332","EPHA5","-2.885","-6.232","False"
"Mda-Mb415","4d","","GSE54329","MicroArray","HG-U219","GGH","-1.199","-6.231","False"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","KRT15","0.860","6.230","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","FREM1","-1.380","-6.230","True"
"Bt483","6d","","GSE54329","MicroArray","HG-U219","LRRC6","1.860","6.229","True"
"Efm19","4d","","GSE54329","MicroArray","HG-U219","TRIT1","0.874","6.228","True"
"Hcc1428","5d","","GSE54329","MicroArray","HG-U219","CEBPD","1.118","6.226","True"
"Mda-Mb134Vi","5d","","GSE54329","MicroArray","HG-U219","GSDMB","-1.128","-6.225","True"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","CXCR4","1.059","6.225","True"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","SRARP","-1.430","-6.224","True"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","CSGALNACT1","1.429","6.222","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","RAG2","1.156","6.215","False"
"Mcf7","4d","","GSE54329","MicroArray","HG-U219","HSPB1","-8.318","-6.215","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","IFI44","1.707","6.214","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPL26190","EFNA1","2.877","6.214","True"
"Mcf7","5d","","GSE54329","MicroArray","HG-U219","S100A9","1.048","6.213","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPL26190","CCL3","2.877","6.213","True"
"Ovarian Cancer","","","GSE20272","MicroArray","HG-U133_Plus_2","C1orf210","-1.155","-6.211","True"
"Hcc1428","4d","","GSE54329","MicroArray","HG-U219","NR0B1","1.029","6.210","True"
"T47D","6d","","GSE54329","MicroArray","HG-U219","FOLR1","-1.000","-6.209","True"
"Macrophage","","","GSE123603","RNASeq","","SOD2","1.044","6.208","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPL26190","RNF144B","2.874","6.208","True"
"Ovarian Cancer","","","GSE20272","MicroArray","HG-U133_Plus_2","TMEM259","-1.154","-6.205","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","TGFA","1.154","6.205","False"
"Macrophage","","","GSE123603","RNASeq","","RTN4R","-1.043","-6.201","True"
"Bt474","6d","","GSE54329","MicroArray","HG-U219","SCIN","1.180","6.201","True"
"Zr751","6d","","GSE54329","MicroArray","HG-U219","S100A9","4.018","6.200","True"
"Hepg2","2h","20ng/mL","GSE14632","MicroArray","GPL6104","TPT1","-0.882","-6.199","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","BUB1B","-1.913","-6.195","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","KLB","-1.372","-6.194","True"
"Hepg2","1h","10ng/mL","GSE4885","MicroArray","HG-U133A","NEDD9","-1.178","-6.191","False"
"Macrophage","","","GSE123603","RNASeq","","CD163","1.041","6.190","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","GPX8","-1.574","-6.190","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","HG-U219","TK1","-1.191","-6.189","False"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","GDPD3","-1.421","-6.187","True"
"T Cd4","3d","","GSE65621","RNASeq","","TMIGD2","1.188","6.187","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","IL18","-1.573","-6.186","True"
"Hcc1428","4d","","GSE54329","MicroArray","HG-U219","TMEM64","1.025","6.186","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","ZYX","0.853","6.182","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPL26190","HIVEP2","2.860","6.178","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","GBP2","1.930","6.176","True"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","IL13RA1","1.419","6.174","True"
"Thp1 Macrophage","2h","50ng/mL","GSE126525","MicroArray","GPL26190","SOD2","2.859","6.174","True"
"Prostate Fibroblast","","","GSE68164","MicroArray","GPL10558","CACNA1H","1.379","6.174","False"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","PSAT1","-1.696","-6.174","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","HG-U219","KNTC1","-1.188","-6.173","False"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","MYEOV","-1.905","-6.170","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","ACAT2","-1.366","-6.169","True"
"T Cd4","3d","","GSE65621","RNASeq","","PFKFB4","1.184","6.165","True"
"Hepg2","4h","20ng/mL","GSE14632","MicroArray","GPL6104","RPL19","-0.872","-6.162","False"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","IFI35","1.296","6.159","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","SERPINA3","1.902","6.159","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","GPL6104","TUBA1B","-0.841","-6.159","False"
"Hepg2","1h","20ng/mL","GSE14632","MicroArray","GPL6104","ERRFI1","0.566","6.158","True"
"T Cd4Cd25-","24h","10ng/mL","GSE78922","RNASeq","","IGKC","-3.920","-6.157","False"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","CDH3","1.414","6.156","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","KRT13","1.690","6.155","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","CENPK","-1.900","-6.153","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","HABP4","1.144","6.153","False"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","MIXL1","-1.362","-6.151","True"
"Hipsc-Derived Astrocyte","","","GSE120411","RNASeq","","SNORA71B","0.347","6.150","False"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","S100P","1.046","6.150","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","CCNA2","-1.899","-6.150","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","IL1R1","1.360","6.143","True"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","ANLN","-1.919","-6.143","True"
"Hepg2","","","E-MTAB-4570","MicroArray","HTA-2_0","PLA2G2A","1.360","6.140","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","ERP27","-1.561","-6.138","True"
"Mda-Mb134Vi","5d","","GSE54329","MicroArray","HG-U219","HEY2","-1.112","-6.136","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","CEACAM5","2.218","6.136","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","KIF14","-1.894","-6.136","True"
"Hepg2","8h","20ng/mL","GSE14632","MicroArray","GPL6104","RPS12","-0.837","-6.135","False"
"Mcf7","6d","","GSE54329","MicroArray","HG-U219","PMP22","1.022","6.135","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","GLUL","2.217","6.132","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","TNFSF10","1.893","6.132","True"
"Macrophage","","","GSE123603","RNASeq","","METTL7B","1.031","6.132","True"
"Zr751","4d","","GSE54329","MicroArray","HG-U219","LDHA","1.047","6.127","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","BCL6","1.288","6.125","True"
"T Cd4","3d","","GSE65621","RNASeq","","IL21","1.176","6.122","True"
"Mda Pca2B","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","TNFRSF12A","0.845","6.121","True"
"Efm19","4d","","GSE54329","MicroArray","HG-U219","MKNK2","-0.859","-6.119","True"
"Zr751","5d","","GSE54329","MicroArray","HG-U219","GLRX","1.406","6.119","True"
"Mda-Mb175-Viidsred","5d","","GSE54329","MicroArray","HG-U219","CCNB1","-1.889","-6.119","True"
"Mda-Mb415","4d","","GSE54329","MicroArray","HG-U219","ADRA2A","-1.177","-6.119","False"
"Bt483","4d","","GSE54329","MicroArray","HG-U219","GALNT6","3.356","6.117","False"
"Myeloma.Cma03","","","GSE39685","MicroArray","HuGene-1_0-st-v1","ABCA1","1.375","6.115","False"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","KIF23","-2.210","-6.114","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","LXN","-1.286","-6.114","True"
"Bt474","5d","","GSE54329","MicroArray","HG-U219","NPY1R","-1.040","-6.113","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","IL1R1","1.554","6.112","True"
"Bt474","6d","","GSE54329","MicroArray","HG-U219","HPGD","1.163","6.112","True"
"Mda-Mb175-Viidsred","4d","","GSE54329","MicroArray","HG-U219","GBP2","2.209","6.111","True"
"Mda-Mb175-Viidsred","6d","","GSE54329","MicroArray","HG-U219","MUCL1","1.869","6.111","True"
"T Cd4","3d","","GSE65621","RNASeq","","SAMD9L","-1.173","-6.109","True"
"Huh7","","","E-MTAB-4570","MicroArray","HTA-2_0","UBE2L6","1.553","6.109","True"
"Multiple Myeloma","6h","10ng/mL","GSE115558","MicroArray","GPL10332","DEFB114","2.066","6.105","True"
"Lncap","18h","5ng/mL","GSE47973","MicroArray","HT_HG-U133_Plus_PM","MT1X","1.284","6.104","True"
"Hmec1","","","GSE19082","MicroArray","GPL6104","CACUL1","-0.518","-6.103","True"
"T Cd4","3d","","GSE65621","RNASeq","","MAF","1.172","6.101","True"
"T Cd4","3d","","GSE65621","RNASeq","","IFNG","-1.172","-6.100","True"
"Epidermal Keratinocyte","24h","","GSE53751","MicroArray","HG-U133_Plus_2","WFDC12","1.675","6.100","True"
"Multiple Myeloma Cells","1h","","GSE29793","MicroArray","GPL13648","CDK16","1.133","6.097","False"
"Mda-Mb415","6d","","GSE54329","MicroArray","HG-U219","GMDS","1.904","6.092","True"
